"especie"	"rotacao"	"regiao"	"fazenda"	"projeto"	"estrato"	"talhao"	"idade"	"ano"	"pagina"	"arvore"	"dap"	"ht"	"vol"	"voltot"
"E.grandis"	1	"Bofete"	6	91	609	20	2.5	93	317010	10	11.46	16.09	75.822971	76.20752
"E.grandis"	1	"Bofete"	6	91	609	20	2.5	93	317101	1	11.78	16.45	77.873037	78.34303
"E.grandis"	1	"Bofete"	9	23	909	2	8.2	92	46901	1	25.47	26.01	583.42549	583.9699
"E.grandis"	1	"Bofete"	9	23	909	2	8.2	92	47005	1	11.14	14.01	67.857675	67.85767
"E.grandis"	1	"Bofete"	9	23	909	2	8.2	92	47005	2	10.19	15.35	57.357526	58.14923
"E.grandis"	1	"Bofete"	9	23	909	2	8.2	92	47102	1	20.37	20.93	334.653288	335.0099
"E.grandis"	1	"Bofete"	9	23	909	2	8.2	92	47203	1	7.64	10.87	24.122637	25.0297
"E.grandis"	1	"Bofete"	9	23	909	2	8.2	92	47304	1	15.6	20.55	184.177055	184.4678
"E.grandis"	1	"Bofete"	9	23	909	2	8.2	92	47304	2	16.87	23.61	238.271731	239.0433
"E.grandis"	1	"Bofete"	9	23	909	2	8.2	92	51001	1	5.41	13.04	13.507729	15.67952
"E.grandis"	1	"Bofete"	9	23	909	2	8.2	92	51102	1	6.68	11.08	15.944745	17.55807
"E.grandis"	1	"Bofete"	9	23	909	2	8.2	92	51206	1	12.1	16.37	94.072231	95.04741
"E.grandis"	1	"Bofete"	9	23	909	2	8.2	92	51206	2	11.78	19	94.846893	95.49936
"E.grandis"	1	"Bofete"	9	23	909	2	8.2	92	51304	1	14.96	19.61	150.116509	151.1721
"E.grandis"	1	"Bofete"	9	23	909	2	8.2	92	51304	2	13.69	19.33	143.874443	144.2756
"E.grandis"	1	"Bofete"	9	23	909	2	8.2	92	51403	1	18.14	25.35	288.062652	288.7503
"E.grandis"	1	"Bofete"	9	23	909	2	8.2	92	51502	1	21.96	25.9	424.436091	424.7907
"E.grandis"	1	"Bofete"	9	23	909	2	8.2	92	51601	1	24.51	28.56	587.706016	588.6131
"E.grandis"	1	"Bofete"	9	23	909	6	8.2	92	47005	3	9.87	17.55	60.406292	61.73235
"E.grandis"	1	"Bofete"	9	23	909	6	8.2	92	47102	2	19.1	30.84	399.939605	400.2304
"E.grandis"	1	"Bofete"	9	23	909	6	8.2	92	47203	2	9.23	15.12	43.83778	45.33123
"E.grandis"	1	"Bofete"	9	23	909	6	8.2	92	47304	3	15.28	26.62	219.9357	220.1471
"E.grandis"	1	"Bofete"	9	23	909	6	8.2	92	51102	2	7.32	15.38	32.899701	34.13452
"E.grandis"	1	"Bofete"	9	23	909	6	8.2	92	51206	3	12.1	22.46	113.186223	114.4806
"E.grandis"	1	"Bofete"	9	23	909	6	8.2	92	51206	4	11.78	19.88	100.691115	101.8779
"E.grandis"	1	"Bofete"	9	23	909	6	8.2	92	51304	3	13.37	21.64	126.39122	127.7293
"E.grandis"	1	"Bofete"	9	23	909	6	8.2	92	51403	2	16.87	28.1	287.418563	287.883
"E.grandis"	1	"Bofete"	9	23	909	6	8.2	92	51502	2	21.01	31.25	463.017703	463.5141
"E.grandis"	1	"Bofete"	9	23	909	7	8.2	92	47005	4	11.14	18.84	86.882453	87.88955
"E.grandis"	1	"Bofete"	9	23	909	7	8.2	92	47005	5	9.87	18.13	61.033566	61.83658
"E.grandis"	1	"Bofete"	9	23	909	7	8.2	92	47203	3	7.96	13.96	29.928214	32.16811
"E.grandis"	1	"Bofete"	9	23	909	7	8.2	92	47304	4	15.28	23.42	187.549743	187.653
"E.grandis"	1	"Bofete"	9	23	909	7	8.2	92	51206	5	11.46	18.89	88.943248	89.43964
"E.grandis"	1	"Bofete"	9	23	909	7	8.2	92	51206	6	12.73	21.25	126.596253	127.0926
"E.grandis"	1	"Bofete"	9	23	909	7	8.2	92	51304	4	14.32	22.21	170.810372	170.8104
"E.grandis"	1	"Bofete"	9	23	909	7	8.2	92	51403	3	18.14	27.01	309.704558	310.2849
"E.grandis"	1	"Bofete"	25	16	2528	6	4.3	92	85710	1	5.09	10.96	7.719737	10.60206
"E.grandis"	1	"Bofete"	25	16	2528	6	4.3	92	85710	2	4.46	9.38	5.345125	7.416637
"E.grandis"	1	"Bofete"	25	16	2528	6	4.3	92	85710	3	5.09	10.44	7.944463	10.38344
"E.grandis"	1	"Bofete"	25	16	2528	6	4.3	92	85710	4	5.09	10.2	9.646735	11.532
"E.grandis"	1	"Bofete"	25	16	2528	6	4.3	92	85710	5	5.73	11.08	12.373457	13.98679
"E.grandis"	1	"Bofete"	25	16	2528	6	4.3	92	85803	1	4.77	10.51	7.471929	10.29493
"E.grandis"	1	"Bofete"	25	16	2528	6	4.3	92	85910	1	7	14.24	24.220666	25.95413
"E.grandis"	1	"Bofete"	25	16	2528	6	4.3	92	85910	2	5.73	9.81	15.820774	16.31717
"E.grandis"	1	"Bofete"	25	16	2528	6	4.3	92	85910	3	7	13.07	25.808553	27.12732
"E.grandis"	1	"Bofete"	25	16	2528	6	4.3	92	85910	4	6.37	12.48	18.930004	20.23241
"E.grandis"	1	"Bofete"	25	16	2528	6	4.3	92	85910	5	7.32	14.19	28.717039	29.89984
"E.grandis"	1	"Bofete"	25	16	2528	6	4.3	92	85910	6	6.05	12.53	17.777919	18.98834
"E.grandis"	1	"Bofete"	25	16	2528	6	4.3	92	86104	1	7.96	15.59	39.102139	39.90591
"E.grandis"	1	"Bofete"	25	16	2528	6	4.3	92	86104	2	8.91	15.79	50.674616	51.17101
"E.grandis"	1	"Bofete"	25	16	2528	6	4.3	92	86301	1	20.69	29.37	505.759833	506.3522
"E.grandis"	1	"Bofete"	25	16	2528	6	4.3	92	86401	1	25.47	32.23	663.850541	664.7375
"E.grandis"	1	"Bofete"	25	16	2528	11	4.5	92	85710	6	5.41	10.1	9.910629	11.64409
"E.grandis"	1	"Bofete"	25	16	2528	11	4.5	92	85710	7	5.09	9.57	8.500651	10.71265
"E.grandis"	1	"Bofete"	25	16	2528	11	4.5	92	85710	8	5.09	10.37	7.944463	10.45532
"E.grandis"	1	"Bofete"	25	16	2528	11	4.5	92	85710	9	4.46	8.65	4.206832	7.061256
"E.grandis"	1	"Bofete"	25	16	2528	11	4.5	92	85710	10	5.09	10.23	9.794767	11.72402
"E.grandis"	1	"Bofete"	25	16	2528	11	4.5	92	85803	2	4.46	9.91	5.316706	7.603357
"E.grandis"	1	"Bofete"	25	16	2528	11	4.5	92	85803	3	5.09	10.99	9.506746	12.03444
"E.grandis"	1	"Bofete"	25	16	2528	11	4.5	92	85910	7	6.37	13.44	19.838341	21.87918
"E.grandis"	1	"Bofete"	25	16	2528	11	4.5	92	85910	8	6.68	12.96	22.160158	24.04542
"E.grandis"	1	"Bofete"	25	16	2528	11	4.5	92	85910	9	6.37	13.44	19.838341	21.86712
"E.grandis"	1	"Bofete"	25	16	2528	11	4.5	92	85910	10	6.37	12.17	15.791357	17.44088
"E.grandis"	1	"Bofete"	25	16	2528	11	4.5	92	86002	1	7	11.53	19.513107	21.19505
"E.grandis"	1	"Bofete"	25	16	2528	11	4.5	92	86002	2	6.37	12.71	20.074589	21.89602
"E.grandis"	1	"Bofete"	25	16	2528	11	4.5	92	86104	3	8.91	14.56	41.834174	42.63794
"E.grandis"	1	"Bofete"	25	16	2528	11	4.5	92	86104	4	9.23	15.41	45.525714	46.31742
"E.grandis"	1	"Bofete"	25	16	2528	11	4.5	92	86201	1	11.14	19.21	90.985444	91.52582
"E.grandis"	1	"Bofete"	25	23	2529	5	8.3	92	86501	1	5.09	9.95	9.422803	10.91625
"E.grandis"	1	"Bofete"	25	23	2529	5	8.3	92	86602	1	7.32	13.64	28.818524	29.36442
"E.grandis"	1	"Bofete"	25	23	2529	5	8.3	92	86703	1	8.28	11.88	32.793338	33.17789
"E.grandis"	1	"Bofete"	25	23	2529	5	8.3	92	86703	2	9.23	16.87	55.31123	56.36633
"E.grandis"	1	"Bofete"	25	23	2529	5	8.3	92	86805	1	10.5	16.81	69.154477	69.4131
"E.grandis"	1	"Bofete"	25	23	2529	5	8.3	92	86805	2	11.14	18.42	83.978326	84.59008
"E.grandis"	1	"Bofete"	25	23	2529	5	8.3	92	86905	1	12.41	22.44	122.898209	123.4562
"E.grandis"	1	"Bofete"	25	23	2529	5	8.3	92	86905	2	12.41	21.4	126.796396	127.4841
"E.grandis"	1	"Bofete"	25	23	2529	5	8.3	92	86905	3	12.1	22.46	129.538075	129.8289
"E.grandis"	1	"Bofete"	25	23	2529	5	8.3	92	87005	1	14.32	18.16	154.727495	154.7275
"E.grandis"	1	"Bofete"	25	23	2529	5	8.3	92	87104	1	16.23	20.93	200.557516	201.5287
"E.grandis"	1	"Bofete"	25	23	2529	5	8.3	92	87104	2	16.23	24.24	231.334434	231.9268
"E.grandis"	1	"Bofete"	25	23	2529	5	8.3	92	87203	1	18.46	27.78	310.198573	310.4894
"E.grandis"	1	"Bofete"	25	23	2529	5	8.3	92	87203	2	18.46	26.48	300.499463	300.7108
"E.grandis"	1	"Bofete"	25	23	2529	5	8.3	92	87203	3	17.83	29.59	344.112678	344.3434
"E.grandis"	1	"Bofete"	25	23	2529	5	8.3	92	87302	1	20.05	26.92	422.230972	422.231
"E.grandis"	1	"Bofete"	25	23	2529	5	8.3	92	87402	1	21.33	29.72	511.818407	512.1751
"E.grandis"	1	"Bofete"	25	23	2529	6	8.3	92	86602	2	6.05	9.53	12.695918	14.122
"E.grandis"	1	"Bofete"	25	23	2529	6	8.3	92	86703	3	8.28	14.23	41.101472	41.10147
"E.grandis"	1	"Bofete"	25	23	2529	6	8.3	92	86805	3	10.82	17.01	75.829513	77.16813
"E.grandis"	1	"Bofete"	25	23	2529	6	8.3	92	86805	4	10.82	17.34	76.035778	76.55957
"E.grandis"	1	"Bofete"	25	23	2529	6	8.3	92	86805	5	9.55	15.37	55.340898	56.34874
"E.grandis"	1	"Bofete"	25	23	2529	6	8.3	92	86905	4	13.05	18.28	123.147502	123.1475
"E.grandis"	1	"Bofete"	25	23	2529	6	8.3	92	86905	5	13.05	21.49	139.523832	139.8611
"E.grandis"	1	"Bofete"	25	23	2529	6	8.3	92	87005	2	13.69	21.27	140.745338	141.4817
"E.grandis"	1	"Bofete"	25	23	2529	6	8.3	92	87005	3	14.01	17.96	139.126067	139.5586
"E.grandis"	1	"Bofete"	25	23	2529	6	8.3	92	87005	4	13.69	18.83	140.004346	140.3889
"E.grandis"	1	"Bofete"	25	23	2529	6	8.3	92	87005	5	14.96	19.33	174.829741	175.8376
"E.grandis"	1	"Bofete"	25	23	2529	6	8.3	92	87104	3	16.23	21.62	220.488545	221.0329
"E.grandis"	1	"Bofete"	25	23	2529	6	8.3	92	87104	4	15.6	21.21	184.38197	184.9223
"E.grandis"	1	"Bofete"	25	23	2529	6	8.3	92	87302	2	19.42	25.51	340.012959	340.2723
"E.grandis"	1	"Bofete"	25	23	2529	6	8.3	92	87402	2	21.01	23.49	388.498171	388.6575
"E.grandis"	1	"Bofete"	25	23	2529	6	8.3	92	87501	1	23.87	26.32	522.099182	522.2985
"E.grandis"	1	"Bofete"	25	23	2530	14	8.2	92	89503	1	12.1	23.24	129.955165	131.2219
"E.grandis"	1	"Bofete"	25	23	2530	14	8.2	92	89503	2	12.73	21.74	134.322199	134.7548
"E.grandis"	1	"Bofete"	25	23	2530	14	8.2	92	89603	1	15.28	25.68	225.065657	225.3565
"E.grandis"	1	"Bofete"	25	23	2530	14	8.2	92	89703	1	16.23	26.2	260.884169	261.4645
"E.grandis"	1	"Bofete"	25	23	2530	14	8.2	92	89703	2	16.55	27.56	245.305211	246.1532
"E.grandis"	1	"Bofete"	25	23	2530	15	8.2	92	89503	3	13.05	21.21	130.294319	130.8347
"E.grandis"	1	"Bofete"	25	23	2530	15	8.2	92	89603	2	13.69	18.57	132.102616	132.4872
"E.grandis"	1	"Bofete"	25	23	2530	15	8.2	92	89603	3	13.69	23.97	174.25968	174.7103
"E.grandis"	1	"Bofete"	25	23	2530	15	8.2	92	89703	3	16.23	22.87	222.314015	222.8943
"E.grandis"	1	"Bofete"	25	16	2528	135	14.3	93	300102	2	19.1	32.5	427.944166	429.6922
"E.grandis"	1	"Bofete"	25	16	2528	135	14.3	93	300203	3	21.33	35.27	587.396157	587.3962
"E.grandis"	1	"Bofete"	25	16	2528	135	14.3	93	300304	4	23.56	34.8	706.423551	706.9679
"E.grandis"	1	"Bofete"	25	16	2528	135	14.3	93	300404	4	25.15	28.23	462.592571	462.8834
"E.grandis"	1	"Bofete"	25	16	2528	135	14.3	93	300504	4	28.01	33.83	890.552787	891.4038
"E.grandis"	1	"Bofete"	25	16	2528	135	14.3	93	300604	4	29.92	36.94	1216.601928	1217.062
"E.grandis"	1	"Bofete"	25	16	2528	135	14.3	93	300704	4	31.51	40.87	1422.621374	1422.852
"E.grandis"	1	"Bofete"	25	16	2528	135	14.3	93	300803	3	34.06	40.14	1787.600499	1788.572
"E.grandis"	1	"Bofete"	25	16	2528	135	14.3	93	301002	2	37.24	42.58	1955.846439	1955.962
"E.grandis"	1	"Bofete"	25	16	2528	185	14.4	93	300102	1	20.69	33.78	481.351206	482.0703
"E.grandis"	1	"Bofete"	25	16	2528	185	14.4	93	300203	2	22.6	32.62	584.429417	585.569
"E.grandis"	1	"Bofete"	25	16	2528	185	14.4	93	300304	3	23.56	35.47	671.615658	672.2993
"E.grandis"	1	"Bofete"	25	16	2528	185	14.4	93	300404	2	26.42	38.03	827.335676	827.8321
"E.grandis"	1	"Bofete"	25	16	2528	185	14.4	93	300404	3	26.1	40.49	1040.307427	1040.843
"E.grandis"	1	"Bofete"	25	16	2528	185	14.4	93	300504	2	27.69	42.31	1129.544017	1130.04
"E.grandis"	1	"Bofete"	25	16	2528	185	14.4	93	300504	3	27.38	34.85	871.95856	872.2494
"E.grandis"	1	"Bofete"	25	16	2528	185	14.4	93	300604	3	29.29	39.72	1241.96342	1242.235
"E.grandis"	1	"Bofete"	25	16	2528	185	14.4	93	300704	2	31.2	41.48	1496.937507	1497.097
"E.grandis"	1	"Bofete"	25	16	2528	185	14.4	93	300704	3	31.83	39.4	1387.125908	1387.596
"E.grandis"	1	"Bofete"	25	16	2528	185	14.4	93	300803	2	32.79	42.42	1489.689833	1490.302
"E.grandis"	1	"Bofete"	25	16	2528	185	14.4	93	300902	2	35.33	41.16	1592.678407	1593.139
"E.grandis"	1	"Bofete"	25	16	2528	185	14.4	93	301002	1	36.61	43.42	1946.794922	1947.495
"E.grandis"	1	"Bofete"	25	16	2528	185	14.4	93	301101	1	38.2	44.91	2011.819713	2012.111
"E.grandis"	1	"Bofete"	25	16	2528	190	14.3	93	300001	1	17.19	31.54	355.040237	355.3775
"E.grandis"	1	"Bofete"	25	16	2528	190	14.3	93	300203	1	21.33	32.57	540.362529	541.2382
"E.grandis"	1	"Bofete"	25	16	2528	190	14.3	93	300304	1	24.19	36.46	755.48446	756.624
"E.grandis"	1	"Bofete"	25	16	2528	190	14.3	93	300304	2	23.87	32.91	637.872715	638.1313
"E.grandis"	1	"Bofete"	25	16	2528	190	14.3	93	300404	1	25.47	39.07	790.872263	791.5486
"E.grandis"	1	"Bofete"	25	16	2528	190	14.3	93	300504	1	28.33	41.85	1119.345076	1119.636
"E.grandis"	1	"Bofete"	25	16	2528	190	14.3	93	300604	1	29.92	38.96	1108.003636	1108.275
"E.grandis"	1	"Bofete"	25	16	2528	190	14.3	93	300604	2	28.65	38.82	1096.690156	1097.027
"E.grandis"	1	"Bofete"	25	16	2528	190	14.3	93	300704	1	30.56	40.02	1271.485654	1272.03
"E.grandis"	1	"Bofete"	25	16	2528	190	14.3	93	300803	1	32.47	38.2	1497.565845	1497.566
"E.grandis"	1	"Bofete"	25	16	2528	190	14.3	93	300902	1	34.7	41.8	1943.043495	1944.071
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361201	1	5.09	9.76	7.944463	10.31608
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361303	1	6.37	13.08	17.295842	19.53574
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361303	2	6.05	13	17.067637	19.27964
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361303	3	7	13.97	21.412208	23.67977
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361404	1	9.23	15.9	48.442785	49.49789
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361404	2	8.91	16.72	47.482923	48.92837
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361404	3	8.59	15.32	39.021738	40.13213
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361404	4	9.23	16.4	44.018209	45.12861
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361508	1	10.19	17.58	68.034707	68.94178
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361508	2	10.5	15.54	58.433293	59.13301
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361508	3	9.87	16.92	61.362342	62.26941
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361508	4	9.87	16.73	51.563785	52.77019
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361508	5	9.55	16.85	52.886843	53.8301
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361508	6	10.19	16.28	60.950125	61.37062
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361508	7	11.14	17.06	69.66239	70.51341
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361508	8	10.5	17.35	67.830716	68.95318
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361609	1	11.46	17.38	73.191047	73.64898
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361609	2	11.78	19.41	98.709199	99.30889
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361609	3	12.1	18.52	87.40728	88.5418
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361609	4	13.05	19.75	117.566231	117.7256
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361609	5	11.78	17.52	81.051626	81.85539
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361609	6	11.78	18.14	77.758569	78.81367
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361609	7	12.1	18.02	97.634888	98.21522
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361609	8	11.46	19.16	94.617125	95.1575
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361609	9	13.05	19.48	122.854353	123.542
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361707	1	13.69	19.32	120.205739	121.3282
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361707	2	14.32	19.62	140.935644	141.8427
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361707	3	14.96	20.45	157.992984	158.9169
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361707	4	13.69	19.48	127.661103	128.2729
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361707	5	14.64	19.35	145.269231	146.0408
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361707	6	13.37	18.95	121.981685	122.3662
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361707	7	14.64	20.03	141.627505	142.8143
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361803	1	15.6	19.74	166.075579	166.8592
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361803	2	15.92	20.87	172.515385	172.872
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361803	3	15.92	21.68	177.138164	177.7499
"E.grandis"	1	"Bofete"	25	90	2511	78	4.1	94	361901	1	18.78	22.59	274.508023	275.3957
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	360407	1	10.82	16.35	74.319444	74.9312
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	360407	2	11.14	17.73	77.41813	78.2219
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	360407	3	10.19	17.22	63.910299	65.13306
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	360407	4	9.87	16.7	58.953581	59.68145
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	360407	5	10.5	16.98	68.866688	69.80165
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	360504	1	8.91	15.05	43.647808	44.47093
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	360504	2	7.96	14.39	31.994133	33.10453
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	360601	1	5.09	10.15	6.373596	9.151868
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	360703	1	5.73	12.53	14.744299	16.31717
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	360808	1	13.05	17.22	106.0079	106.4284
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	360808	2	12.41	18.76	107.389356	108.0891
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	360808	3	12.73	18.66	106.232524	107.355
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	360808	4	12.1	19.03	96.261144	97.2323
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	360907	1	13.37	17.45	109.532515	110.4082
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	360907	2	13.69	18.23	115.632114	116.0526
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	360907	3	14.32	18.66	125.781838	126.4816
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	361003	1	15.92	19.46	182.115758	182.2751
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	361003	2	16.55	19.63	197.460475	198.0008
"E.grandis"	1	"Bofete"	25	91	2512	18	3.8	94	361101	1	17.51	21.05	227.825876	229.0127
"E.grandis"	1	"Bofete"	25	91	2512	22	3.7	94	360808	8	12.41	18.73	102.137784	102.8848
"E.grandis"	1	"Bofete"	25	91	2512	22	3.7	94	360907	4	13.37	18.94	119.65124	120.5583
"E.grandis"	1	"Bofete"	25	91	2512	22	3.7	94	360907	5	14.32	18.78	132.488333	133.2074
"E.grandis"	1	"Bofete"	25	91	2512	22	3.7	94	360907	6	13.69	18.6	123.756021	124.4751
"E.grandis"	1	"Bofete"	25	91	2512	22	3.7	94	360907	7	14.01	18.01	126.411468	126.6228
"E.grandis"	1	"Bofete"	25	91	2512	22	3.7	94	361003	3	16.87	21.43	208.932256	209.632
"E.grandis"	1	"Bofete"	25	92	2542	34	2.2	94	363210	6	7	9.63	17.42356	18.62996
"E.grandis"	1	"Bofete"	25	92	2542	34	2.2	94	363210	7	6.37	9.32	13.862066	14.72465
"E.grandis"	1	"Bofete"	25	92	2542	34	2.2	94	363210	8	7.32	9.01	15.804917	16.62804
"E.grandis"	1	"Bofete"	25	92	2542	34	2.2	94	363210	9	5.73	8.65	10.001115	11.0914
"E.grandis"	1	"Bofete"	25	92	2542	34	2.2	94	363210	10	6.68	10.15	14.78051	16.002
"E.grandis"	1	"Bofete"	25	92	2542	34	2.2	94	363302	1	7.32	11.69	20.99901	22.10941
"E.grandis"	1	"Bofete"	25	92	2542	34	2.2	94	363302	2	5.73	10.63	11.126115	12.77086
"E.grandis"	1	"Bofete"	25	92	2542	34	2.2	94	363410	1	8.28	12.41	29.289496	30.15208
"E.grandis"	1	"Bofete"	25	92	2542	34	2.2	94	363410	2	8.59	12.53	30.545214	31.4636
"E.grandis"	1	"Bofete"	25	92	2542	34	2.2	94	363410	3	8.91	11.87	31.689257	32.30101
"E.grandis"	1	"Bofete"	25	92	2542	34	2.2	94	363410	4	8.28	10.75	26.23802	26.76181
"E.grandis"	1	"Bofete"	25	92	2542	34	2.2	94	363410	5	7.96	12.43	28.405327	29.52779
"E.grandis"	1	"Bofete"	25	92	2542	34	2.2	94	363502	1	8.28	11.12	21.882179	23.10794
"E.grandis"	1	"Bofete"	25	92	2542	34	2.2	94	363502	2	8.91	10.56	24.978658	26.30472
"E.grandis"	1	"Bofete"	25	92	2542	34	2.2	94	363605	1	9.87	11.7	36.987376	37.63055
"E.grandis"	1	"Bofete"	25	92	2542	34	2.2	94	363605	2	9.55	9.99	29.608207	30.23932
"E.grandis"	1	"Bofete"	25	92	2542	34	2.2	94	363605	3	10.5	11.32	44.965278	45.35133
"E.grandis"	1	"Bofete"	25	92	2542	34	2.2	94	363702	1	11.46	13.02	58.995768	59.71484
"E.grandis"	1	"Bofete"	25	92	2542	39	2.1	94	363104	1	5.41	9.54	9.341129	10.93008
"E.grandis"	1	"Bofete"	25	92	2542	39	2.1	94	363104	2	4.14	7.11	3.866786	5.56808
"E.grandis"	1	"Bofete"	25	92	2542	39	2.1	94	363104	3	4.46	8.31	4.678825	7.1178
"E.grandis"	1	"Bofete"	25	92	2542	39	2.1	94	363104	4	3.82	7.43	2.644549	4.695955
"E.grandis"	1	"Bofete"	25	92	2542	39	2.1	94	363210	1	6.37	9.91	14.834742	16.28018
"E.grandis"	1	"Bofete"	25	92	2542	39	2.1	94	363210	2	5.73	8.98	10.807405	11.58253
"E.grandis"	1	"Bofete"	25	92	2542	39	2.1	94	363210	3	6.05	10.43	12.701938	14.6905
"E.grandis"	1	"Bofete"	25	92	2542	39	2.1	94	363210	4	6.68	10.4	17.095306	18.16951
"E.grandis"	1	"Bofete"	25	92	2542	39	2.1	94	363210	5	7	11.63	18.311228	19.72525
"E.grandis"	1	"Bofete"	25	92	2542	39	2.1	94	363410	6	7.96	10.81	23.840302	24.37616
"E.grandis"	1	"Bofete"	25	92	2542	39	2.1	94	363410	7	7.64	11.28	22.920192	23.80715
"E.grandis"	1	"Bofete"	25	92	2542	39	2.1	94	363410	8	9.23	13.12	38.012933	38.73201
"E.grandis"	1	"Bofete"	25	92	2542	39	2.1	94	363410	9	7.64	10.6	24.062028	24.58582
"E.grandis"	1	"Bofete"	25	92	2542	39	2.1	94	363410	10	9.23	11.81	34.685665	35.22152
"E.grandis"	1	"Bofete"	25	92	2543	32	2.5	94	363803	1	6.05	10.87	12.542094	14.18684
"E.grandis"	1	"Bofete"	25	92	2543	32	2.5	94	363803	2	7.32	11.56	22.12449	22.96697
"E.grandis"	1	"Bofete"	25	92	2543	32	2.5	94	363803	3	6.37	10.97	16.102253	17.5678
"E.grandis"	1	"Bofete"	25	92	2543	32	2.5	94	363903	1	8.59	12.7	33.252125	33.77591
"E.grandis"	1	"Bofete"	25	92	2543	32	2.5	94	363903	2	9.23	12.93	35.420114	36.61445
"E.grandis"	1	"Bofete"	25	92	2543	32	2.5	94	363903	3	7.96	10.7	23.282072	24.62019
"E.grandis"	1	"Bofete"	25	92	2543	32	2.5	94	364003	1	9.55	13.53	41.414933	41.93872
"E.grandis"	1	"Bofete"	25	92	2543	32	2.5	94	364003	2	9.87	13.83	50.083883	50.72706
"E.grandis"	1	"Bofete"	25	92	2543	32	2.5	94	364003	3	10.5	14.37	57.242975	57.76677
"E.grandis"	1	"Bofete"	25	92	2543	32	2.5	94	364103	1	12.1	14.37	66.705987	67.09204
"E.grandis"	1	"Bofete"	25	92	2543	32	2.5	94	364103	2	11.46	14.4	63.265189	63.65124
"E.grandis"	1	"Bofete"	25	92	2543	32	2.5	94	364103	3	12.41	14.88	73.76167	74.29752
"E.grandis"	1	"Bofete"	35	34	3501	60	4.9	92	34702	1	4.14	8.69	3.754423	6.608847
"E.grandis"	1	"Bofete"	35	34	3501	60	4.9	92	34804	1	7	12.82	23.298224	25.02742
"E.grandis"	1	"Bofete"	35	34	3501	60	4.9	92	34804	2	7	12.72	24.612195	25.25537
"E.grandis"	1	"Bofete"	35	34	3501	60	4.9	92	34905	1	8.59	15.3	40.151258	41.47732
